address,attributes.AcceptsInsurance,attributes.AgesAllowed,attributes.Alcohol,attributes.Ambience.casual,attributes.Ambience.classy,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.intimate,attributes.Ambience.romantic,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Ambience.upscale,attributes.BestNights.friday,attributes.BestNights.monday,attributes.BestNights.saturday,attributes.BestNights.sunday,attributes.BestNights.thursday,attributes.BestNights.tuesday,attributes.BestNights.wednesday,attributes.BikeParking,attributes.BusinessAcceptsBitcoin,attributes.BusinessAcceptsCreditCards,attributes.BusinessParking.garage,attributes.BusinessParking.lot,attributes.BusinessParking.street,attributes.BusinessParking.valet,attributes.BusinessParking.validated,attributes.ByAppointmentOnly,attributes.BYOB,attributes.BYOBCorkage,attributes.Caters,attributes.CoatCheck,attributes.Corkage,attributes.DietaryRestrictions.dairy-free,attributes.DietaryRestrictions.gluten-free,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.soy-free,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.vegetarian,attributes.DogsAllowed,attributes.DriveThru,attributes.GoodForDancing,attributes.GoodForKids,attributes.GoodForMeal.breakfast,attributes.GoodForMeal.brunch,attributes.GoodForMeal.dessert,attributes.GoodForMeal.dinner,attributes.GoodForMeal.latenight,attributes.GoodForMeal.lunch,attributes.HairSpecializesIn.africanamerican,attributes.HairSpecializesIn.asian,attributes.HairSpecializesIn.coloring,attributes.HairSpecializesIn.curly,attributes.HairSpecializesIn.extensions,attributes.HairSpecializesIn.kids,attributes.HairSpecializesIn.perms,attributes.HairSpecializesIn.straightperms,attributes.HappyHour,attributes.HasTV,attributes.Music.background_music,attributes.Music.dj,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.no_music,attributes.Music.video,attributes.NoiseLevel,attributes.Open24Hours,attributes.OutdoorSeating,attributes.RestaurantsAttire,attributes.RestaurantsCounterService,attributes.RestaurantsDelivery,attributes.RestaurantsGoodForGroups,attributes.RestaurantsPriceRange2,attributes.RestaurantsReservations,attributes.RestaurantsTableService,attributes.RestaurantsTakeOut,attributes.Smoking,attributes.WheelchairAccessible,attributes.WiFi,business_id,categories,city,hours.Friday,hours.Monday,hours.Saturday,hours.Sunday,hours.Thursday,hours.Tuesday,hours.Wednesday,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state
3845 Northern Pike,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,False,,,,,,,,,,,False,,True,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,,average,,True,casual,,False,True,1.0,False,False,True,,,no,1TGti2jN5PstqlHelBBfNw,"Fast Food, Restaurants, Burgers",Monroeville,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,40.43859409,-79.77761568,Five Guys,,15146,24,4.5,PA
1601 Duss Ave,,,beer_and_wine,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,True,1.0,,True,True,,,,GI1WxFbY9tJ9-ChRrwnrzg,"Restaurants, Italian",Ambridge,10:30-20:30,,14:0-21:0,,10:30-20:30,10:30-20:30,10:30-20:30,0,40.599344,-80.226543,The Stuffed Pepper,,15003,4,4.5,PA
4917 William Penn Hwy,,,full_bar,True,True,False,False,True,True,False,True,False,,,,,,,,False,,True,False,True,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,True,,,,,,,,quiet,,False,casual,,False,True,2.0,True,True,True,,True,no,xVopquE2JKetpNJkor_jOA,"Southern, American (New), Tex-Mex, Restaurants, Nightlife, Bars",Murrysville,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0,1,40.4215892,-79.6611274,Juniper Grill - Murrysville,,15668,79,4.0,PA
1000 Sutherland Blvd,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,2.0,False,True,True,,,no,jZARZjPedelwxgCmVRgBQg,"Restaurants, Italian",Pittsburgh,,,,,,,,0,40.45648,-80.168472,Johnny Carino's Italian Restaurant,,15205,7,4.0,PA
1040 Settlers Ridge Center Dr,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,True,False,False,,,,,,,,,,True,,,,,,,,loud,,False,casual,,False,True,2.0,True,True,True,,,no,HI6af2H4gZyXszxfYsuloQ,"Japanese, Restaurants",Robinson Township,,,,,,,,1,40.44051295,-80.14851451,Saga Hibachi Steakhouse & Sushi Bar,,15205,101,2.5,PA
2139-2199 Brownsville Rd,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,False,False,False,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,quiet,,False,casual,,False,False,1.0,False,False,True,,,no,kWwm_fHthKL-xIykOrR93A,"Coffee & Tea, Cafes, Food, Restaurants, Donuts",Pittsburgh,,,,,,,,1,40.39223318,-79.98654429,Dunkin Donuts,Carrick,15210,9,2.5,PA
1165 McKinney Ln,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,quiet,,False,casual,,False,True,2.0,False,False,True,,True,no,QzoHxxiHH1HDOATbMK4odw,"Delis, Restaurants, Grocery, Food, Sandwiches",Pittsburgh,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,1,40.4228481,-80.035079,Giant Eagle,West End,15220,9,3.0,PA
"950 S Central Ave, Ste 6",,,,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,True,False,True,False,False,False,False,,,,,,,,,,False,,,,,,,,,,False,casual,,False,True,1.0,False,,True,,,no,CAAjkqy2J_d7RerJSVyx5w,"Event Planning & Services, American (Traditional), Restaurants, Caterers",Canonsburg,5:0-14:0,5:0-14:0,7:0-13:0,7:0-13:0,5:0-14:0,5:0-14:0,5:0-14:0,1,40.2427156,-80.1819517,Suzie B's,,15317,20,3.5,PA
2701 Freeport Rd,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,False,,,,,,,,,,,,,True,False,True,False,False,False,False,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,1.0,False,True,True,,,free,i851zomQeoY7gbrkFcvM7Q,"American (New), Breakfast & Brunch, Diners, American (Traditional), Restaurants",Pittsburgh,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,1,40.53832408,-79.83441009,Denny's,,15238,19,2.5,PA
2799 Freeport Rd,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,False,True,,,,I-D4qEtJJ4okSLrLKxMMRw,"Restaurants, Burgers, Fast Food",Pittsburgh,6:0-0:0,6:0-0:0,6:0-0:0,7:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,1,40.53843173,-79.83319846,Burger King,,15238,4,3.0,PA
3610 Fifth Ave,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,False,False,True,False,False,True,False,False,,,,False,False,,,,,,,,,,,True,True,False,True,False,False,False,True,,,,,,,,,True,True,False,False,False,False,False,False,False,,,False,casual,,False,True,2.0,False,True,True,no,True,free,w-qFEyBuVKyQ_b81jRig2w,"Beer, Wine & Spirits, Nightlife, Beer Bar, Cocktail Bars, Bars, Food, American (Traditional), Restaurants, Sports Bars",Pittsburgh,12:0-2:0,12:0-0:0,16:0-2:0,12:0-22:0,12:0-2:0,12:0-0:0,12:0-0:0,1,40.44148234,-79.95861612,Thirsty Scholar Bar & Grille,Oakland,15213,14,3.5,PA
5076 William Penn Hwy,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,False,False,False,False,,,,False,,,,,,,,,,,True,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,1.0,False,False,True,,,no,vHJiewL8K7QcDlm4qDR6Cw,"Fast Food, Restaurants, Burgers",Monroeville,,,,,,,,1,40.4275593,-79.7056081,Wendy's,,15146,8,2.5,PA
2802 Jacks Run Rd,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,False,False,False,False,,,,False,,,,,,,,,,,True,,True,False,False,False,False,True,True,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,1.0,False,False,True,,True,,A73Dp0lo9s_Ci9NFDqbhqw,"Restaurants, Tex-Mex, Mexican, Fast Food",McKeesport,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,1,40.337658,-79.808091,Taco Bell,,15131,7,3.0,PA
3507 5th Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,casual,,,True,,,True,,,,,EQ-i1cvkycAQqAsMoQXduw,"Pizza, Restaurants, Nightlife",North Versailles,,,,,,,,0,40.368576,-79.8182,Nigro's Restaurant,,15137,3,2.5,PA
707 E Lancaster Ave,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,free,AXb5gCwqHl-_v6ZIMb1mXQ,"Hotels, American (New), Event Planning & Services, Restaurants, Hotels & Travel",Frazer,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,1,40.0339411,-75.5818949,Sheraton Great Valley Hotel,,19355,48,3.0,PA
4757 Baum Blvd,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,False,True,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,True,False,False,,,,,,,,,,True,,,,,,,,quiet,,True,casual,,False,True,2.0,True,True,True,,False,no,ymbe8nqpYVCIpfgVl5MjYQ,"Middle Eastern, Syrian, Restaurants",Pittsburgh,16:0-22:0,,16:0-22:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,1,40.4544679,-79.9481463,Khalil's II,Bloomfield,15213,13,4.0,PA
242 S Highland Ave,,,none,False,False,False,False,False,False,False,True,False,,,,,,,,,,True,False,False,True,False,False,,,,,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,False,,,,,,,,quiet,,False,casual,,False,True,2.0,True,True,True,,,no,JHZzncoaHhqSn1Y9q6u_Fw,"Restaurants, Thai",Pittsburgh,11:30-23:0,11:30-22:0,11:30-23:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,0,40.457711,-79.9252872,Kanok,Shadyside,15206,17,3.5,PA
242 S Highland Ave,,,none,True,False,False,False,False,False,False,True,False,,,,,,,,True,,False,False,False,True,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,False,,,,,,,,average,,True,casual,,False,True,1.0,False,True,True,,,no,dLc1d1zwd1Teu2QED5TmlA,"Restaurants, Noodles, Thai",Pittsburgh,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,1,40.457748,-79.925494,Noodlehead,Shadyside,15206,979,4.5,PA
250 Mount Lebanon Blvd,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,True,False,False,False,,,,True,,,,,,,,,,,,,True,False,False,True,True,False,True,,,,,,,,,,True,,,,,,,,average,,False,casual,,False,True,2.0,True,True,True,,,no,R7eLlAdeIYsxux_Vm0l5sg,"Pizza, Italian, Restaurants",Pittsburgh,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,1,40.3679633,-80.0370263,Carbonara's Restaurant,,15234,54,3.5,PA
2017 E Carson St,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,True,,,,,,,,average,,True,casual,,True,True,2.0,True,True,True,,True,no,BrORoLCE5zVY6ekUb6omNA,"Chinese, Noodles, Asian Fusion, Japanese, Bubble Tea, Ramen, Food, Restaurants",Pittsburgh,11:30-22:30,11:30-21:30,12:0-22:30,12:0-21:30,11:30-21:30,11:30-21:30,11:30-21:30,1,40.4287193,-79.9769083,Mad Noodles,South Side,15203,68,3.5,PA
1425 Forbes Ave,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,False,,,True,True,True,False,False,False,False,,,,,,,,,,False,,,,,,,,quiet,,False,casual,,True,True,1.0,False,False,True,,,free,vn0wYNms_5PseeYZ6pfLmA,"Restaurants, Sandwiches, Coffee & Tea, Cafes, Food",Pittsburgh,7:30-14:30,7:30-14:30,,,7:30-14:30,7:30-14:30,7:30-14:30,0,40.4377735,-79.9853827,S&D Cafe,The Hill District,15219,6,5.0,PA
331 Mount Lebanon Blvd,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,casual,,True,,1.0,,False,True,,,,_VYUU5HPLYasd-xdKLimNA,"Restaurants, Chinese",Pittsburgh,11:0-22:0,11:0-22:0,12:0-22:0,16:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,1,40.369991,-80.034378,Castle Place,,15234,8,4.0,PA
87 Boat Club Rd,,,,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,quiet,,True,casual,,False,True,2.0,False,True,True,,,no,wGUmlG8Vy2g1jMx6fKtIkg,"Restaurants, Barbeque",Monongahela,,,,,,,,1,40.1976287,-79.9021062,Ribcage Bbq,,15063,12,3.0,PA
580 Burchfield Rd,,,,,,,,,,,,,,,,,,,,,,True,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,casual,,,,2.0,,,True,,,no,WBs7VVT8gNW77DQLQ4Afaw,"Restaurants, Pizza",Allison Park,,,,,,,,0,40.5445287,-79.9628682,Burchfield Pizzeria,,15101,3,3.5,PA
1817 Mckees Rocks Rd,,,full_bar,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,,,,True,False,,,,,,,,,False,,False,True,False,False,False,False,False,False,,,,,,,,,True,True,False,False,False,False,False,False,False,average,,False,casual,,True,True,2.0,True,True,True,no,True,free,Yej9s79KJG5r8_aDjJcVlQ,"Pizza, Nightlife, Italian, Bars, Beer Bar, Restaurants",McKees Rocks,10:30-23:0,10:30-23:0,11:0-23:0,11:0-23:0,10:30-23:0,10:30-23:0,10:30-23:0,1,40.4675235,-80.0988817,Angelias Italian Grille,,15136,13,3.5,PA
5744 1\/2 Ellsworth Ave,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,False,,,,,,,,,,,False,,False,False,False,False,False,True,False,,,,,,,,,,True,,,,,,,,average,,True,casual,,False,True,2.0,False,True,True,,,,8FuzQ8WN5WKpBbyT2wBlYA,"American (Traditional), Sandwiches, Restaurants, Burgers",Pittsburgh,11:30-0:0,11:30-0:0,11:30-0:0,,11:30-0:0,11:30-0:0,11:30-0:0,0,40.45564248,-79.93117587,The Elbow Room,Shadyside,15232,31,3.5,PA
1010 4th Ave,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,False,False,,,,False,,,,,,,,,,,True,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,loud,,True,casual,,False,True,1.0,False,False,True,,,,efK5mjVPxdmqFZT06S4dzA,"Coffee & Tea, Restaurants, Fast Food, Burgers, Food",Coraopolis,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,1,40.51786102,-80.16310573,McDonald's,,15108,10,3.5,PA
512 Allegheny River Blvd,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,False,False,,,,True,,,,,,,,,,,,,True,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,,quiet,,True,casual,,True,False,2.0,False,False,True,,,no,Bl7P1_vtiTfq6fLsEX5Z5Q,"Restaurants, Food, Event Planning & Services, Meat Shops, Specialty Food, Delis, Sandwiches, Cheesesteaks, Gelato, Caterers, Breakfast & Brunch",Oakmont,10:0-19:0,10:0-19:0,10:0-18:0,10:0-14:0,10:0-19:0,10:0-19:0,10:0-19:0,1,40.5180389,-79.8424761,Oakmont Deli,,15139,21,4.0,PA
Margaret Morrison St,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,,,,True,,xH4EuOcHpOJdbHUoJNfyGg,"Restaurants, Indian, Food Stands, Food",Pittsburgh,,,,,,,,0,40.44170511,-79.94161963,Sree's Indian Truck,Squirrel Hill,15213,4,3.0,PA
4616 Allegheny River Blvd,,,full_bar,,,,,,,,,,,,,,,,,,,True,False,True,False,False,False,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,True,,,,,,,,quiet,,True,dressy,,False,True,3.0,True,True,True,,True,free,5ajN6YAEDyrX52UU2AKvbQ,"Restaurants, Spanish, Mediterranean",Verona,11:30-22:0,,11:30-22:0,10:30-20:0,11:30-21:0,11:30-21:0,11:30-21:0,0,40.48264,-79.869309,Barcelona Rivers Edge,,15147,11,3.0,PA
2562 Brandt School Rd,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,False,False,False,False,,,,False,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,average,,False,casual,,True,True,2.0,False,True,True,,,free,CdRgZ-4KECfnaD8-UsYHrg,"Pizza, Restaurants",Wexford,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,1,40.6113021,-80.0889138,Adrian's Pizza,,15090,6,3.5,PA
4608 William Penn Hwy,,,full_bar,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,,True,False,True,False,False,False,,,,,False,,,,,,,,,,,False,False,,,,,,,,,,,,,,,True,True,False,False,False,False,False,False,False,average,,False,casual,,False,True,2.0,False,,,no,,no,3NMrUGyQ9tTaDNDS2H2CZQ,"Restaurants, Food, Bars, Nightlife, Beer, Wine & Spirits, Beer Bar, American (Traditional)",Murrysville,11:0-1:0,11:0-22:0,11:0-1:0,12:0-22:0,11:0-0:0,11:0-22:0,11:0-0:0,1,40.42584713,-79.67046808,Crave Melt and Tap,,15668,67,3.5,PA
133 Camp Ln,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,False,True,False,,,,True,,,,,,,,,,,,,False,False,False,False,True,False,False,,,,,,,,,,True,,,,,,,,average,,True,casual,,False,True,3.0,True,True,True,,,no,BKK6BdsJLPQufoC1T-iu1g,"Italian, Restaurants",McMurray,16:30-22:0,16:30-22:0,16:30-22:0,,16:30-22:0,16:30-22:0,16:30-22:0,1,40.2916327,-80.1087351,Arlecchino Ristorante,,15317,74,4.5,PA
937 Beaver Grade Rd,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,True,,,,,,,,,,False,,,True,False,False,False,True,False,True,,,,,,,,,,True,,,,,,,,quiet,,True,casual,,False,True,1.0,True,False,True,,True,no,AidPnJXRWRgIG-Bt95rGdQ,"Lebanese, Mediterranean, Restaurants, Middle Eastern",Coraopolis,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,40.51073837,-80.21283722,Maxime's Mediterranean,,15108,97,4.0,PA
1722 Mt Royal Blvd,,,none,False,False,True,False,False,False,False,False,False,,,,,,,,True,False,True,False,True,False,False,False,,,,True,,,,,,,,,,False,,,True,False,False,False,True,True,True,,,,,,,,,,True,,,,,,,,average,,False,casual,,True,True,1.0,True,True,True,,True,free,yhT2iTPtvQttZxYS9cNF0A,"Chicken Wings, Pizza, Restaurants, Italian",Glenshaw,11:0-0:0,11:0-23:0,11:0-0:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0,1,40.5263857,-79.9633474,Franks Pizza  and Chicken,,15116,23,3.0,PA
3747 William Penn Hwy,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,True,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,True,False,True,,,,,,,,,,False,,,,,,,,,,False,casual,,True,True,2.0,True,,True,,,no,hzumXofKoqICLsHETI1LAA,"Restaurants, Indian",Monroeville,17:0-22:0,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,1,40.43766295,-79.78569729,Mintt Indian Cuisine,,15146,48,4.5,PA
441 1\/2 Walnut St,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,False,True,False,False,True,False,False,,,,True,,,,,,,,,,True,,,True,False,False,False,False,False,False,,,,,,,,,,False,,,,,,,,average,,True,casual,,False,False,1.0,False,False,True,,True,free,zzZfgEpwrpi4Ywdaj3OIuQ,"Restaurants, Coffee & Tea, Cafes, Food",Sewickley,6:30-15:0,6:30-15:0,8:0-13:0,8:0-13:0,6:30-15:0,6:30-15:0,6:30-15:0,1,40.5387511,-80.18447755,Adesso Cafe,Sewickley,15143,24,5.0,PA
220 S Highland Ave,,,full_bar,True,False,False,False,False,False,False,False,False,,,,,,,,True,,True,False,False,True,True,False,,,,True,,,,,,,,,,,,,True,False,False,False,True,True,True,,,,,,,,,,True,,,,,,,,loud,,True,casual,,True,True,2.0,False,True,True,,True,free,XNWXyFgCGaAwvg9QML2Ypw,"Mexican, Restaurants, Tex-Mex",Pittsburgh,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,40.458283,-79.925318,Mad Mex - Shadyside,Shadyside,15206,290,3.5,PA
811 Station St,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,True,False,True,False,True,True,False,False,,,,True,,,,,,,,,,False,,,True,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,average,,True,casual,,True,True,2.0,True,True,True,,True,no,zn5G8-rw3AWfe_oH0AX3zw,"Pizza, American (Traditional), Sandwiches, Restaurants, American (New)",Sturgeon,11:0-21:30,,11:0-21:30,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,1,40.379247,-80.213697,Hunner's Restaurant & Catering,,15082,6,4.0,PA
4779 William Flynn Hwy,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,quiet,,False,casual,,True,True,,,True,False,,,,_-Z2zPiuhw3V2RixPZ89Cw,"Chinese, Dim Sum, Restaurants",Allison Park,,,,,,,,0,40.5965122,-79.9480677,China Bistro,,15101,5,3.0,PA
719 Broadway Ave,,,none,True,False,False,False,False,False,False,False,False,,,,,,,,True,False,True,False,True,True,False,False,,,,True,,,,,,,,,,False,False,,True,False,True,False,False,False,False,,,,,,,,,,False,,,,,,,,average,,False,casual,,False,True,1.0,False,True,True,,,free,NvHGOIIukJ4y3iFswY-k8g,"Breakfast & Brunch, Burgers, Restaurants, Diners",McKees Rocks,6:0-14:0,6:0-14:0,7:0-14:0,7:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,1,40.472536,-80.0740972,Broadway Brunch,,15136,32,4.5,PA
417 Old Abers Creek Rd,,,none,False,False,False,False,False,False,False,False,False,,,,,,,,,,True,False,False,False,False,False,,,,True,,,,,,,,,,,True,,True,False,False,False,False,False,False,,,,,,,,,,True,,,,,,,,average,,False,casual,,True,True,2.0,False,,True,,,,veU3mhOn8kF87VfE_JvKlg,"Fast Food, Pizza, Cafeteria, Restaurants",Plum,11:0-22:0,11:0-21:30,11:0-22:0,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,1,40.4659202,-79.7053832,Grandslam Pizza,,15239,11,3.5,PA
2374 Golden Mile Hwy,,,none,,,,,,,,,,,,,,,,,False,False,True,False,True,False,False,False,,,,False,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,False,,,True,,,False,False,True,,True,free,icco2swWSWYyItdI_ktyvg,"Restaurants, Sandwiches, Pizza",Plum,10:30-23:0,10:30-22:0,10:30-23:0,11:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,1,40.46317365,-79.704689,Fox's Pizza Den,,15239,4,4.0,PA
739 Bellefonte St,,,full_bar,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,False,True,False,False,,,,True,False,,,,,,,,,,,False,False,False,False,False,False,True,False,,,,,,,,,True,True,False,False,True,False,False,False,False,loud,,True,casual,,True,True,1.0,False,True,True,outdoor,True,free,tFXtHPDJ9hVJEb266mpnqA,"Bars, Nightlife, American (Traditional), Sports Bars, Restaurants",Pittsburgh,11:0-2:0,11:0-2:0,11:0-2:0,12:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,40.45144522,-79.93373255,William Penn Tavern,Shadyside,15232,89,3.5,PA
1-11 W Pike St,,,full_bar,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,True,False,True,False,False,False,,,,False,False,,,,,,,,,,,False,False,False,False,False,False,True,False,,,,,,,,,True,True,False,False,False,False,False,False,False,average,,False,casual,,False,True,2.0,False,True,True,no,,no,y1J-Op_J6YHXrNGOtUFbZw,"Nightlife, Sports Bars, American (New), Bars, Restaurants",Houston,,,,,,,,0,40.2226763,-80.2185278,Mr Big's Sports Grill & Tap Room,,15342,18,2.5,PA
998 Brodhead Rd,,,,False,False,False,False,False,False,False,False,False,,,,,,,,False,,True,False,False,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,average,,False,casual,,True,True,2.0,False,False,True,,,free,7KB_fvSCGJQfq0rFl4_ecg,"Restaurants, Sandwiches, Pizza",Coraopolis,10:30-22:0,10:30-22:0,10:30-22:0,11:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,1,40.5242481,-80.2238682,Fox's Pizza Den-Moon Twp.,,15108,9,3.5,PA
435 McNeilly Rd,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,False,False,True,False,True,False,False,False,,False,no,True,,,,,,,,,,False,,,True,False,False,False,True,False,True,,,,,,,,,,True,,,,,,,,quiet,,True,casual,,False,True,2.0,True,True,True,,True,free,W4k4E2dbDN6bwtPPgNm-XA,"Seafood, Mediterranean, Middle Eastern, Restaurants",Pittsburgh,11:30-23:0,11:30-23:0,11:30-23:0,11:30-22:0,11:30-23:0,11:30-23:0,11:30-23:0,1,40.3830692,-80.0155838,Amel's Restaurant,,15226,75,4.0,PA
